id,inicio_paletizado,fin_paletizado,carga_EXPO_lista_rampa,inicio_despaletizado,fin_despaletizado,hora_asegurado,compartimientos_abiertos,inicio_descarga,fin_descarga,inicio_cargado,fin_cargado,compartimientos_cerrados,puerta_cerrada,hora_retro_empuje,hora_despegue,hora_aterrizaje,fin_limpieza_cabina,cierre_vuelo_mostrador,primer_equipaje_faja,ultimo_equipaje_faja,inicio_limpieza_cabina
3728,,,,,,14:11:00,14:12:00,14:13:00,14:32:00,14:38:00,14:57:00,14:59:00,15:01:00,15:06:00,15:15:00,14:03:00,14:23:00,14:09:00,14:23:00,14:35:00,14:17:00
5317,00:00:00,23:59:00,01:40:00,,,00:59:00,01:02:00,01:10:00,01:28:00,01:34:00,02:13:00,02:16:00,02:35:00,02:48:00,03:00:00,00:57:00,,,,,
5318,,,,,,,,,,14:00:00,14:50:00,14:55:00,,,,,,,,,
5332,00:00:00,23:59:00,00:23:00,,,00:51:00,00:53:00,00:55:00,01:13:00,01:16:00,01:45:00,01:48:00,01:49:00,01:52:00,02:00:00,00:48:00,,,,,
5333,00:00:00,23:59:00,23:47:00,,,23:53:00,23:55:00,00:23:00,00:32:00,00:37:00,01:07:00,01:19:00,01:23:00,01:36:00,01:43:00,23:51:00,,,,,
5365,,,,,,10:47:00,10:49:00,11:02:00,11:32:00,,,11:35:00,11:40:00,,,10:43:00,,,,,
5366,,,,,,09:23:00,09:24:00,09:33:00,09:46:00,,,09:50:00,09:55:00,,,09:16:00,,,,,
5367,,,,,,09:18:00,09:20:00,09:24:00,10:02:00,,,10:15:00,,,,09:14:00,,,,,
5371,,,,,,09:08:00,09:09:00,09:17:00,09:44:00,,,09:47:00,09:50:00,,,09:05:00,,,,,
5373,,,,,,09:30:00,09:38:00,09:40:00,10:08:00,,,10:10:00,10:15:00,,,09:17:00,,,,,
5376,,,,,,09:29:00,09:34:00,09:38:00,10:00:00,,,,,,,09:26:00,,,,,
5377,,,,,,09:15:00,09:19:00,09:28:00,09:48:00,,,09:49:00,09:50:00,,,09:10:00,,,,,
5384,,,,,,10:06:00,10:07:00,10:12:00,10:38:00,,,10:50:00,,,,10:00:00,,,,,
5449,00:00:00,23:59:00,14:40:00,,,,,,,15:00:00,15:14:00,15:16:00,15:18:00,15:21:00,15:39:00,,,,,,
5450,,,,,,,,,,,,,,15:18:00,15:28:00,,,,,,
5451,00:00:00,23:59:00,14:05:00,,,,,,,14:25:00,14:59:00,15:05:00,15:10:00,15:16:00,15:27:00,,,,,,
5454,,,14:20:00,,,,,,,14:25:00,14:48:00,15:25:00,15:35:00,15:35:00,15:55:00,,,,,,
5455,00:00:00,23:59:00,,,,,14:35:00,,,14:38:00,15:42:00,15:47:00,15:49:00,16:10:00,16:24:00,,,,,,
5457,,,14:00:00,,,,,,,14:22:00,15:32:00,15:35:00,15:40:00,15:42:00,15:47:00,,,,,,
5458,00:00:00,23:59:00,14:30:00,,,,,,,14:40:00,15:25:00,15:28:00,15:29:00,15:32:00,15:43:00,,,,,,
5459,00:00:00,23:59:00,14:30:00,,,,,,,14:35:00,15:19:00,15:21:00,15:23:00,15:25:00,15:32:00,,,,,,
5460,00:00:00,23:59:00,14:00:00,,,,,,,14:20:00,15:02:00,15:08:00,15:15:00,15:21:00,15:36:00,,,,,,
5461,00:00:00,23:59:00,14:10:00,,,,,,,14:20:00,14:57:00,15:00:00,15:10:00,15:27:00,15:35:00,,,,,,
5462,00:00:00,23:59:00,14:40:00,,,,,,,14:55:00,15:12:00,15:16:00,15:18:00,15:22:00,15:32:00,,,,,,
5463,00:00:00,23:59:00,14:15:00,,,,,,,14:30:00,15:18:00,15:22:00,15:24:00,15:25:00,15:37:00,,,,,,
5464,00:00:00,23:59:00,14:10:00,,,,,,,14:25:00,14:56:00,14:57:00,14:59:00,15:00:00,15:11:00,,,,,,
5468,00:00:00,23:59:00,14:00:00,,,,14:00:00,,,14:20:00,,,,,,,,,,,
5518,,,,,,,,,,08:05:00,08:33:00,08:35:00,,,,,,,,,
5528,00:00:00,23:59:00,12:10:00,12:45:00,14:15:00,12:29:00,00:00:00,12:41:00,12:58:00,12:59:00,13:14:00,13:19:00,13:30:00,13:42:00,13:55:00,12:19:00,12:45:00,,,,
5549,00:00:00,23:59:00,09:20:00,09:55:00,12:30:00,09:39:00,09:42:00,09:50:00,10:12:00,10:12:00,10:34:00,10:38:00,10:43:00,10:52:00,11:04:00,09:28:00,09:55:00,,,,
5552,00:00:00,23:59:00,09:40:00,10:25:00,13:00:00,10:12:00,10:15:00,10:20:00,10:40:00,10:41:00,10:52:00,10:56:00,11:02:00,12:10:00,12:24:00,09:58:00,10:25:00,,,,
5617,,,11:00:00,,,11:16:00,11:21:00,11:22:00,11:37:00,11:39:00,11:56:00,01:59:00,12:04:00,12:20:00,12:21:00,11:13:00,,,,,
5620,00:00:00,23:59:00,11:00:00,12:00:00,14:00:00,11:36:00,11:40:00,11:41:00,11:50:00,11:51:00,12:02:00,12:05:00,12:36:00,15:10:00,15:28:00,11:32:00,12:00:00,,,,
5623,00:00:00,23:59:00,15:10:00,15:10:00,,11:50:00,11:56:00,11:58:00,12:06:00,15:15:00,15:25:00,15:28:00,15:30:00,15:32:00,15:39:00,11:47:00,15:10:00,,,,
5625,00:00:00,23:59:00,14:07:00,11:30:00,13:30:00,11:07:00,11:12:00,11:14:00,11:25:00,14:08:00,14:15:00,14:17:00,14:18:00,14:20:00,14:35:00,11:07:00,11:30:00,,,,
5626,00:00:00,23:59:00,14:50:00,12:20:00,14:20:00,12:04:00,12:15:00,12:17:00,12:28:00,15:15:00,15:30:00,15:37:00,15:48:00,15:50:00,16:04:00,12:04:00,12:20:00,,,,
5627,00:00:00,23:59:00,15:20:00,12:20:00,14:00:00,11:55:00,12:02:00,12:04:00,12:15:00,15:40:00,15:52:00,15:54:00,15:56:00,15:58:00,16:10:00,11:43:00,12:20:00,,,,
5628,00:00:00,23:59:00,14:25:00,12:40:00,14:15:00,12:17:00,12:21:00,12:23:00,12:31:00,14:35:00,14:48:00,14:49:00,14:51:00,14:51:00,15:09:00,12:13:00,12:40:00,,,,
5630,00:00:00,23:59:00,14:40:00,11:40:00,14:00:00,11:25:00,11:29:00,11:30:00,11:37:00,14:50:00,15:07:00,15:08:00,15:09:00,15:11:00,15:28:00,11:20:00,11:40:00,,,,
5631,00:00:00,23:59:00,14:45:00,12:25:00,14:00:00,12:12:00,12:17:00,12:20:00,12:35:00,14:20:00,14:48:00,14:43:00,14:46:00,14:50:00,15:02:00,12:05:00,12:25:00,,,,
5632,00:00:00,23:59:00,14:35:00,12:00:00,14:00:00,11:44:00,11:52:00,11:53:00,12:03:00,14:48:00,15:07:00,15:09:00,15:11:00,15:13:00,15:25:00,11:36:00,12:00:00,,,,
5636,00:00:00,23:59:00,14:15:00,12:00:00,13:30:00,11:40:00,11:45:00,11:46:00,11:53:00,14:30:00,14:41:00,14:43:00,14:45:00,14:48:00,15:02:00,11:36:00,12:00:00,,,,
5640,,,,,,,,,,15:30:00,16:00:00,,,,,,,,,,
5642,,,,,,,,,,06:00:00,06:40:00,,,,,,,,,,
5643,,,,,,,,,,06:40:00,07:10:00,07:12:00,,,,,,,,,
5644,,,,,,,,,,06:40:00,07:20:00,,,,,,,,,,
5651,,,,,,,07:02:00,,,07:04:00,07:12:00,07:14:00,,,,,,,,,
5652,,,,,,,06:33:00,,,06:35:00,06:53:00,06:55:00,,,,,,,,,
5653,,,,,,,,,,06:40:00,07:20:00,,,,,,,,,,
5655,,,,,,,12:43:00,12:45:00,13:15:00,,,,,,,,,,,,
5658,,,,,,,12:38:00,12:40:00,13:25:00,,,,,,,,,,,,
5660,,,,,,,12:40:00,14:45:00,13:20:00,,,,,,,,,,,,
5661,,,,,,,,12:40:00,13:10:00,,,,,,,,,,,,
5662,,,,,,,13:00:00,13:01:00,13:36:00,,,,,,,,,,,,
5663,,,,,,,12:53:00,12:55:00,13:35:00,,,,,,,,,,,,
5664,,,,,,,12:48:00,12:50:00,13:30:00,,,,,,,,,,,,
5665,,,,,,,12:55:00,13:00:00,13:30:00,,,,,,,,,,,,
5666,00:00:00,23:59:00,15:20:00,13:20:00,15:20:00,12:32:00,12:38:00,12:40:00,13:00:00,15:24:00,15:38:00,15:40:00,15:42:00,15:44:00,15:18:00,12:22:00,13:20:00,,,,
5675,00:00:00,23:59:00,13:00:00,13:55:00,15:00:00,13:28:00,13:36:00,13:50:00,14:02:00,14:03:00,14:35:00,14:42:00,14:55:00,15:30:00,15:39:00,13:21:00,13:55:00,,,,
5676,,,,,21:45:00,,,,,,,,,,,,,,,,
5687,00:00:00,23:59:00,10:48:00,11:45:00,12:45:00,11:36:00,11:40:00,00:00:00,11:50:00,12:52:00,12:05:00,12:10:00,12:18:00,12:31:00,12:46:00,11:22:00,11:45:00,,,,
5767,00:00:00,23:59:00,21:30:00,,,22:00:00,22:03:00,22:08:00,22:40:00,22:41:00,23:17:00,23:20:00,23:59:00,23:24:00,23:33:00,21:50:00,,,,,
5768,00:00:00,23:59:00,07:45:00,,,00:00:00,08:24:00,08:28:00,08:54:00,08:55:00,09:20:00,09:24:00,09:28:00,09:35:00,09:47:00,08:09:00,,,,,
5773,00:00:00,23:59:00,11:41:00,,,12:35:00,12:44:00,12:46:00,12:58:00,13:00:00,13:18:00,13:20:00,,,,12:27:00,,,,,
5949,,,,,,,05:40:00,,,06:05:00,06:16:00,06:18:00,06:29:00,06:30:00,06:45:00,,,,,,
5958,,,,,,,05:50:00,,,06:00:00,06:19:00,06:24:00,06:24:00,06:29:00,06:39:00,,,05:58:00,,,
5959,,,,,,,05:35:00,,,06:05:00,06:11:00,06:12:00,06:17:00,06:19:00,06:36:00,,,,,,
5963,,,,,,,04:45:00,,,06:00:00,06:22:00,06:22:00,06:21:00,06:28:00,06:37:00,,,05:58:00,,,
5964,,,,,,,05:40:00,,,06:10:00,06:23:00,06:25:00,06:30:00,06:32:00,06:47:00,,,06:05:00,,,
5965,,,,,,,05:40:00,,,05:55:00,06:29:00,06:30:00,06:25:00,06:32:00,06:47:00,,,05:50:00,,,
5966,,,,,,,05:37:00,,,06:10:00,06:14:00,06:15:00,06:33:00,06:35:00,06:45:00,,,05:55:00,,,
5968,,,,,,,05:30:00,,,05:45:00,06:05:00,06:08:00,06:10:00,06:12:00,06:24:00,,,05:50:00,,,
5969,,,,,,,05:40:00,,,06:10:00,06:23:00,06:25:00,06:26:00,06:33:00,06:50:00,,,05:55:00,,,
5970,,,,,,,06:00:00,,,06:02:00,06:18:00,06:21:00,06:24:00,06:25:00,06:38:00,,,06:14:00,,,
5971,,,,,,,05:40:00,,,05:55:00,06:18:00,06:20:00,06:23:00,06:33:00,06:47:00,,,05:45:00,,,
5972,,,,,,,06:02:00,,,06:07:00,06:08:00,06:18:00,06:19:00,06:25:00,06:42:00,,,06:00:00,,,
5973,,,,,,,05:40:00,,,06:29:00,06:32:00,06:36:00,06:34:00,06:38:00,07:02:00,,,05:55:00,,,
6055,,,,,,09:08:00,00:00:00,09:10:00,09:15:00,,,09:18:00,,,,09:06:00,09:35:00,,09:18:00,09:20:00,09:20:00
6056,,,,,,09:03:00,09:05:00,09:06:00,09:14:00,,,09:16:00,09:46:00,,,08:58:00,09:40:00,,09:13:00,09:16:00,09:19:00
6061,,,,,,09:16:00,09:17:00,09:18:00,09:24:00,,,09:23:00,10:09:00,,,09:14:00,10:08:00,,09:32:00,09:35:00,09:29:00
6064,,,,,,09:10:00,09:11:00,09:13:00,09:14:00,,,09:15:00,,,,09:05:00,09:34:00,,09:17:00,09:21:00,09:19:00
6067,,,,,,09:25:00,09:30:00,09:33:00,09:36:00,,,09:38:00,,,,09:22:00,09:57:00,,09:38:00,09:40:00,09:39:00
6069,,,,,,09:05:00,09:08:00,09:10:00,09:13:00,,,,,,,09:03:00,09:35:00,,09:16:00,09:17:00,09:16:00
6071,,,,,,09:15:00,09:17:00,09:18:00,09:20:00,,,09:22:00,,,,09:13:00,09:40:00,,09:24:00,09:26:00,09:25:00
6146,,,,,,,16:40:00,,,17:00:00,17:03:00,17:06:00,17:18:00,17:20:00,17:28:00,,,16:38:00,,,
6153,,,,,,,16:21:00,,,16:50:00,17:02:00,17:25:00,17:32:00,17:34:00,17:51:00,,,15:55:00,,,
6156,,,,,,,16:30:00,,,16:48:00,16:52:00,17:20:00,17:23:00,17:34:00,17:55:00,,,,,,
6159,,,,,,,16:37:00,,,17:08:00,17:10:00,17:12:00,17:20:00,17:22:00,17:41:00,,,16:40:00,,,
6160,,,,,,20:13:00,20:17:00,20:19:00,20:22:00,,,,,,,20:09:00,20:39:00,16:45:00,20:25:00,20:28:00,20:27:00
6233,,,,,,20:19:00,20:21:00,20:22:00,20:25:00,,,21:05:00,,,,20:13:00,21:00:00,,20:30:00,20:33:00,20:35:00
6235,,,,,,20:03:00,20:04:00,20:06:00,20:10:00,,,20:11:00,21:17:00,,,19:59:00,20:26:00,,20:11:00,20:12:00,20:16:00
6250,,,,,,20:13:00,20:17:00,20:19:00,20:22:00,,,,,,,20:09:00,20:39:00,,20:25:00,20:28:00,20:27:00
6308,,,,,,22:27:00,22:29:00,22:29:00,22:39:00,,,,,,,22:22:00,23:15:00,,22:43:00,22:44:00,22:45:00
6317,,,,,,21:29:00,21:30:00,21:31:00,21:34:00,,,,,,,21:23:00,21:53:00,,21:33:00,21:33:00,21:36:00
6319,,,,,,21:43:00,21:46:00,21:50:00,22:00:00,,,22:03:00,,,,21:39:00,22:30:00,,22:05:00,22:10:00,22:15:00
6395,,,,,,10:31:00,10:32:00,10:35:00,10:47:00,12:34:00,13:52:00,13:57:00,13:59:00,14:02:00,14:16:00,10:24:00,11:30:00,13:19:00,10:42:00,10:53:00,10:56:00
6397,,,,,,10:39:00,10:45:00,10:48:00,11:09:00,12:40:00,13:50:00,14:03:00,14:06:00,14:16:00,14:31:00,10:35:00,11:40:00,13:17:00,10:54:00,11:09:00,11:07:00
6399,,,,,,10:37:00,10:40:00,10:42:00,11:05:00,12:25:00,14:07:00,14:08:00,14:06:00,14:10:00,14:25:00,10:31:00,11:45:00,13:21:00,10:55:00,11:09:00,11:02:00
6405,,,,,,10:37:00,10:37:00,10:38:00,10:51:00,12:25:00,13:55:00,14:01:00,14:05:00,14:08:00,14:20:00,10:23:00,11:26:00,13:00:00,10:52:00,11:05:00,10:53:00
6410,,,,,,11:12:00,11:13:00,11:16:00,11:30:00,12:55:00,13:48:00,13:56:00,14:01:00,14:09:00,14:24:00,11:04:00,12:25:00,13:17:00,11:20:00,11:37:00,11:50:00
6413,,,,,,10:34:00,10:38:00,12:45:00,10:55:00,12:45:00,13:43:00,13:52:00,14:01:00,14:08:00,14:27:00,10:31:00,11:45:00,13:18:00,10:55:00,11:10:00,10:55:00
6416,,,,,,10:45:00,10:46:00,10:47:00,00:00:00,12:20:00,13:40:00,13:53:00,13:55:00,14:00:00,14:14:00,10:40:00,11:32:00,13:02:00,11:02:00,11:20:00,11:00:00
6418,,,,,,10:47:00,10:50:00,10:52:00,11:10:00,12:40:00,13:55:00,13:58:00,13:59:00,14:04:00,14:20:00,10:40:00,11:39:00,12:32:00,10:58:00,11:12:00,11:09:00
6419,,,,,,10:52:00,10:55:00,10:57:00,11:18:00,12:30:00,13:53:00,13:56:00,14:08:00,14:11:00,14:28:00,10:45:00,12:14:00,13:10:00,11:13:00,11:32:00,11:11:00
6420,,,,,,10:58:00,11:03:00,11:05:00,11:15:00,12:30:00,13:50:00,13:58:00,14:05:00,14:08:00,14:28:00,10:53:00,12:06:00,13:11:00,11:16:00,11:31:00,11:17:00
6422,,,,,,10:32:00,10:36:00,10:38:00,10:51:00,12:35:00,13:45:00,13:48:00,14:03:00,14:07:00,14:22:00,10:25:00,11:22:00,13:19:00,10:45:00,10:51:00,10:58:00
6423,,,,,,10:37:00,10:41:00,10:44:00,11:06:00,13:00:00,13:45:00,13:55:00,14:03:00,14:06:00,14:21:00,10:34:00,11:29:00,13:17:00,10:50:00,11:10:00,10:59:00
6518,,,,,,20:13:00,20:16:00,20:20:00,20:28:00,,,20:30:00,,,,20:08:00,21:08:00,,20:27:00,20:36:00,20:38:00
6520,,,,,,20:10:00,20:13:00,20:15:00,20:29:00,,,20:30:00,,,,20:05:00,,,20:26:00,20:38:00,
6526,,,,,,20:16:00,20:18:00,20:19:00,20:36:00,,,20:35:00,,,,20:16:00,21:15:00,,20:30:00,20:36:00,20:44:00
6527,,,,,,20:18:00,20:22:00,20:24:00,20:47:00,,,,,,,20:09:00,22:10:00,,20:43:00,20:56:00,21:10:00
6533,,,,,,20:12:00,20:15:00,20:20:00,20:44:00,,,20:46:00,,,,20:06:00,21:45:00,,20:40:00,20:50:00,20:50:00
6603,,,,,,,03:10:00,,,03:20:00,04:37:00,04:38:00,04:44:00,04:47:00,05:01:00,,,03:52:00,,,
6605,,,,,,,04:02:00,,,04:05:00,04:20:00,04:27:00,04:34:00,04:42:00,05:10:00,,,04:03:00,,,
6609,,,,,,,03:48:00,,,03:50:00,04:40:00,04:50:00,04:48:00,04:53:00,05:13:00,,,04:12:00,,,
6613,,,,,,,04:15:00,,,03:55:00,04:31:00,04:41:00,04:43:00,04:46:00,04:55:00,,,,,,
6614,,,,,,,03:25:00,,,03:28:00,04:28:00,04:32:00,04:39:00,04:41:00,04:58:00,,,03:54:00,,,
6616,,,,,,,03:35:00,,,03:41:00,04:41:00,04:45:00,04:47:00,04:50:00,05:06:00,,,03:52:00,,,
6617,,,,,,,03:20:00,,,03:28:00,04:32:00,04:41:00,04:43:00,04:45:00,05:00:00,,,04:00:00,,,
6618,,,,,,,03:26:00,,,03:32:00,04:30:00,04:39:00,04:43:00,04:46:00,05:00:00,,,04:20:00,,,
6619,,,,,,,03:20:00,,,03:25:00,04:32:00,04:35:00,04:37:00,04:41:00,05:02:00,,,04:00:00,,,
6714,,,,,,21:54:00,21:57:00,21:59:00,22:11:00,,,,,,,21:49:00,23:55:00,,22:08:00,22:25:00,22:15:00
6728,,,,,,22:15:00,22:18:00,22:21:00,22:35:00,,,22:38:00,,,,22:06:00,,,22:30:00,22:44:00,
6738,,,,,,22:02:00,22:07:00,22:08:00,22:18:00,,,22:19:00,,,,21:58:00,23:09:00,,22:15:00,22:25:00,22:28:00
6865,,,,,,,04:14:00,,,04:17:00,05:21:00,05:27:00,05:29:00,05:31:00,05:46:00,,,04:34:00,,,
6867,,,,,,,04:26:00,,,04:30:00,05:15:00,05:19:00,05:25:00,05:35:00,05:43:00,,,04:40:00,,,
6879,,,,,,,04:25:00,,,04:30:00,05:26:00,05:27:00,05:25:00,05:29:00,05:39:00,,,04:49:00,,,
6883,,,,,,,04:20:00,,,04:23:00,05:10:00,05:14:00,05:26:00,05:28:00,05:38:00,,,04:50:00,,,
6885,,,,,,,04:25:00,,,04:27:00,04:55:00,05:05:00,05:15:00,05:17:00,05:29:00,,,04:29:00,,,
6887,,,,,,,04:20:00,,,04:25:00,04:53:00,05:13:00,05:17:00,05:19:00,05:29:00,,,04:33:00,,,
6888,,,,,,,04:20:00,,,04:23:00,05:05:00,05:11:00,05:25:00,05:27:00,05:44:00,,,,,,
6889,,,,,,,04:15:00,,,04:20:00,05:12:00,05:16:00,05:21:00,05:24:00,05:41:00,,,04:30:00,,,
6890,,,,,,,04:30:00,,,04:33:00,04:21:00,04:24:00,05:23:00,05:25:00,05:40:00,,,04:40:00,,,
6893,,,,,,,04:25:00,,,04:30:00,05:09:00,05:17:00,05:21:00,05:28:00,05:40:00,,,04:40:00,,,
7014,,,,,,23:00:00,23:01:00,23:02:00,23:40:00,,,23:41:00,,,,22:56:00,00:20:00,,23:13:00,23:22:00,23:30:00
7165,,,,,,,05:55:00,,,06:00:00,07:01:00,07:05:00,07:10:00,07:15:00,07:28:00,,,06:14:00,,,
7167,,,,,,,05:50:00,,,06:00:00,06:40:00,06:55:00,07:08:00,07:10:00,07:25:00,,,06:10:00,,,
7177,,,,,,,05:45:00,,,05:50:00,06:40:00,06:50:00,06:58:00,07:12:00,07:27:00,,,06:13:00,,,
7179,,,,,,,05:55:00,,,06:00:00,06:53:00,07:02:00,07:04:00,07:07:00,07:25:00,,,06:20:00,,,
7183,,,,,,,06:55:00,,,06:58:00,07:35:00,07:55:00,07:56:00,07:04:00,07:21:00,,,07:16:00,,,
7184,,,,,,,05:03:00,,,05:33:00,06:35:00,06:54:00,06:55:00,07:03:00,07:16:00,,,06:10:00,,,
7185,,,,,,,05:50:00,,,05:55:00,06:47:00,06:55:00,07:04:00,07:06:00,07:19:00,,,06:15:00,,,
7187,,,,,,,05:45:00,,,05:47:00,06:29:00,06:59:00,07:02:00,07:04:00,07:17:00,,,06:05:00,,,
7188,,,,,,,05:45:00,,,05:47:00,06:48:00,06:53:00,06:55:00,06:58:00,07:14:00,,,06:30:00,,,
7189,,,,,,,05:43:00,,,05:45:00,06:40:00,06:55:00,06:59:00,07:01:00,07:15:00,,,06:20:00,,,
7190,,,,,,,05:50:00,,,05:54:00,06:55:00,06:58:00,07:00:00,07:05:00,07:19:00,,,,,,06:18:00
7193,,,,,,,05:49:00,,,05:57:00,06:50:00,06:59:00,07:09:00,07:13:00,07:23:00,,,06:26:00,,,
7259,,,,,,10:13:00,10:17:00,10:18:00,10:28:00,10:32:00,11:07:00,11:22:00,11:29:00,11:32:00,11:48:00,10:05:00,10:41:00,10:45:00,10:25:00,10:50:00,10:30:00
7271,,,,,,12:22:00,12:23:00,12:24:00,12:32:00,12:47:00,13:05:00,13:35:00,13:36:00,13:40:00,13:53:00,12:20:00,12:45:00,12:41:00,12:34:00,12:38:00,12:35:00
7346,,,,,,09:43:00,09:46:00,09:50:00,09:55:00,10:04:00,10:45:00,10:47:00,10:48:00,11:03:00,11:32:00,09:38:00,10:14:00,09:55:00,09:58:00,10:25:00,10:00:00
7347,,,,,,09:24:00,09:26:00,09:30:00,09:41:00,09:43:00,10:07:00,10:25:00,10:27:00,10:29:00,10:41:00,09:21:00,09:56:00,09:38:00,09:45:00,09:53:00,09:44:00
7350,,,,,,09:30:00,09:35:00,09:37:00,09:51:00,09:56:00,10:20:00,10:25:00,10:29:00,10:32:00,10:45:00,09:26:00,09:52:00,10:05:00,09:49:00,10:09:00,09:40:00
7356,,,,,,09:35:00,09:36:00,09:37:00,09:53:00,09:55:00,11:08:00,11:24:00,11:26:00,11:30:00,11:44:00,09:34:00,10:02:00,09:33:00,09:48:00,09:05:00,09:50:00
7359,,,,,,09:15:00,09:16:00,09:17:00,09:33:00,09:39:00,09:55:00,10:25:00,10:24:00,10:35:00,10:51:00,09:12:00,09:41:00,09:40:00,09:30:00,09:38:00,09:30:00
7363,,,,,,09:07:00,09:11:00,09:15:00,09:43:00,09:46:00,10:20:00,10:25:00,10:25:00,10:28:00,10:38:00,09:03:00,09:41:00,09:47:00,09:26:00,09:39:00,09:26:00
7366,,,,,,09:11:00,09:16:00,09:17:00,09:26:00,09:29:00,10:24:00,10:25:00,10:27:00,10:29:00,10:47:00,09:03:00,09:42:00,10:00:00,09:19:00,09:31:00,09:30:00
7367,,,,,,09:06:00,09:09:00,09:12:00,09:21:00,09:40:00,10:20:00,10:25:00,10:26:00,10:40:00,10:57:00,08:59:00,,09:30:00,09:20:00,09:30:00,
7369,,,,,,09:09:00,09:10:00,09:11:00,09:25:00,09:29:00,10:10:00,10:24:00,10:26:00,10:30:00,10:44:00,09:07:00,09:33:00,09:32:00,09:20:00,09:30:00,09:22:00
7370,,,,,,09:17:00,09:21:00,09:23:00,09:34:00,09:37:00,10:20:00,10:23:00,10:25:00,10:37:00,11:16:00,09:12:00,09:42:00,09:36:00,09:34:00,09:43:00,09:32:00
7371,,,,,,09:20:00,09:22:00,09:24:00,09:36:00,09:40:00,10:10:00,10:25:00,00:00:00,10:30:00,10:45:00,09:09:00,09:46:00,09:45:00,09:33:00,09:40:00,09:39:00
7372,,,,,,09:26:00,09:27:00,09:30:00,09:37:00,09:50:00,10:20:00,10:28:00,10:29:00,10:30:00,10:38:00,09:23:00,09:50:00,10:00:00,09:35:00,09:40:00,09:36:00
7373,,,,,,09:12:00,09:16:00,09:18:00,09:33:00,09:49:00,10:35:00,10:28:00,10:30:00,10:35:00,10:55:00,09:07:00,09:45:00,09:35:00,09:25:00,09:40:00,09:30:00
7514,,,,,,11:37:00,11:41:00,11:46:00,11:58:00,12:00:00,12:28:00,12:33:00,12:35:00,12:40:00,13:00:00,11:32:00,12:05:00,12:05:00,11:53:00,12:04:00,11:55:00
7515,,,,,,11:18:00,12:22:00,11:24:00,11:29:00,11:32:00,12:02:00,12:35:00,12:36:00,12:38:00,12:51:00,11:15:00,11:38:00,11:45:00,11:34:00,11:40:00,11:30:00
7518,,,,,,11:30:00,11:34:00,11:36:00,12:47:00,11:53:00,12:30:00,12:35:00,12:36:00,12:37:00,13:09:00,11:27:00,12:02:00,11:57:00,11:49:00,12:04:00,11:52:00
7524,,,,,,11:44:00,11:44:00,11:46:00,11:57:00,11:59:00,12:20:00,12:34:00,12:36:00,12:42:00,13:10:00,11:43:00,12:09:00,11:42:00,11:56:00,12:08:00,11:58:00
7527,,,,,,11:25:00,11:26:00,11:28:00,00:00:00,11:40:00,12:10:00,12:31:00,12:30:00,12:33:00,12:45:00,11:22:00,11:45:00,00:00:00,11:40:00,11:49:00,11:35:00
7531,,,,,,11:25:00,11:28:00,11:30:00,11:45:00,11:48:00,12:07:00,12:35:00,12:36:00,12:39:00,12:54:00,11:23:00,11:45:00,11:50:00,11:38:00,11:49:00,11:37:00
7532,,,,,,11:30:00,11:36:00,11:38:00,11:42:00,11:47:00,12:20:00,12:35:00,12:36:00,12:39:00,12:50:00,11:28:00,11:54:00,12:03:00,11:45:00,11:52:00,11:46:00
7535,,,,,,11:43:00,11:47:00,11:49:00,11:55:00,12:14:00,12:30:00,12:33:00,12:40:00,12:44:00,12:55:00,11:35:00,12:13:00,11:45:00,12:01:00,12:11:00,12:02:00
7536,,,,,,11:51:00,11:54:00,11:58:00,11:59:00,12:19:00,12:40:00,13:18:00,13:22:00,13:23:00,13:47:00,11:47:00,12:14:00,12:05:00,12:02:00,12:05:00,12:02:00
7537,,,,,,11:24:00,11:26:00,11:27:00,11:27:00,11:53:00,12:24:00,12:35:00,12:35:00,12:40:00,12:56:00,11:21:00,11:39:00,11:42:00,11:33:00,11:35:00,11:33:00
7538,,,,,,11:43:00,11:47:00,11:49:00,11:57:00,12:03:00,12:33:00,12:35:00,12:34:00,12:38:00,11:52:00,11:40:00,12:07:00,11:45:00,12:02:00,12:07:00,12:00:00
7539,,,,,,11:17:00,11:20:00,11:23:00,11:25:00,11:44:00,12:30:00,10:25:00,10:27:00,12:37:00,12:46:00,11:10:00,11:40:00,11:40:00,11:30:00,11:30:00,11:31:00
7540,,,,,,11:30:00,11:31:00,11:32:00,11:38:00,11:42:00,12:13:00,12:31:00,12:32:00,12:35:00,12:45:00,11:29:00,11:52:00,11:41:00,11:40:00,11:46:00,11:44:00
7541,,,,,,11:50:00,11:53:00,11:55:00,12:00:00,12:05:00,12:39:00,12:41:00,12:40:00,12:49:00,13:06:00,11:47:00,12:15:00,11:50:00,12:08:00,12:14:00,12:05:00
7683,,,,,,16:10:00,15:13:00,15:17:00,15:26:00,15:46:00,16:08:00,16:30:00,16:34:00,16:36:00,16:41:00,15:05:00,15:42:00,15:35:00,15:25:00,15:37:00,15:25:00
7693,,,,,,15:20:00,15:23:00,15:26:00,15:34:00,15:45:00,15:59:00,16:28:00,16:31:00,16:46:00,17:06:00,15:13:00,15:56:00,15:35:00,15:32:00,15:35:00,15:48:00
7705,,,,,,15:15:00,15:18:00,15:35:00,15:24:00,15:35:00,15:50:00,16:29:00,16:31:00,16:35:00,16:48:00,15:15:00,15:38:00,15:35:00,15:26:00,15:29:00,15:26:00
