id,inicio_paletizado,fin_paletizado,carga_EXPO_lista_rampa,inicio_despaletizado,fin_despaletizado,hora_asegurado,compartimientos_abiertos,inicio_descarga,fin_descarga,inicio_cargado,fin_cargado,compartimientos_cerrados,puerta_cerrada,hora_retro_empuje,hora_despegue,hora_aterrizaje,fin_limpieza_cabina,cierre_vuelo_mostrador,primer_equipaje_faja,ultimo_equipaje_faja,inicio_limpieza_cabina
7795,00:00:00,23:59:00,11:40:00,,,11:58:00,12:00:00,12:05:00,12:30:00,12:30:00,12:42:00,12:47:00,12:53:00,12:58:00,13:10:00,11:48:00,,,,,
7798,00:00:00,23:59:00,14:55:00,13:30:00,15:00:00,13:17:00,13:22:00,13:24:00,13:36:00,15:04:00,15:12:00,13:13:00,15:14:00,15:16:00,15:33:00,13:13:00,13:30:00,,,,
7801,00:00:00,23:59:00,05:03:00,,,05:55:00,06:00:00,06:09:00,06:18:00,06:18:00,06:55:00,06:58:00,07:00:00,07:28:00,07:40:00,05:45:00,,,,,
7812,,,,,,12:26:00,04:35:00,12:31:00,12:45:00,12:47:00,13:05:00,13:13:00,13:19:00,13:23:00,13:38:00,12:23:00,12:47:00,12:33:00,12:38:00,13:51:00,12:40:00
7825,,,,,,15:31:00,15:35:00,15:37:00,15:30:00,15:55:00,16:12:00,16:17:00,16:22:00,16:29:00,16:50:00,15:25:00,15:52:00,15:40:00,15:45:00,15:58:00,15:46:00
8070,,,,,,20:12:00,20:15:00,20:17:00,20:30:00,,,,,,,20:01:00,21:28:00,,20:25:00,20:35:00,20:37:00
8381,,,,,,18:43:00,18:44:00,18:48:00,19:04:00,,,19:05:00,,,,18:34:00,19:44:00,,18:51:00,19:08:00,19:05:00
8605,,,,,,,,,,,05:38:00,05:02:00,05:47:00,05:50:00,06:06:00,,,05:07:00,,,
9109,,,,,,22:46:00,22:49:00,22:52:00,23:06:00,23:10:00,23:34:00,23:43:00,23:50:00,23:52:00,00:11:00,22:40:00,23:13:00,23:00:00,23:01:00,23:15:00,23:03:00
9110,,,,,,23:42:00,23:45:00,23:48:00,23:57:00,00:05:00,00:30:00,00:34:00,00:39:00,00:43:00,01:04:00,23:37:00,00:05:00,23:30:00,23:54:00,00:02:00,23:55:00
9113,,,,,,22:38:00,22:40:00,22:42:00,22:53:00,23:15:00,23:40:00,23:45:00,23:46:00,23:48:00,23:56:00,22:34:00,22:55:00,23:35:00,22:50:00,23:00:00,22:45:00
9176,,,,,,,,,,,,,,,,11:57:00,,,11:57:00,,11:57:00
9178,,,,,,,,,,,,,,,,12:03:00,,,12:03:00,,12:03:00
9180,00:00:00,23:59:00,01:10:00,02:20:00,03:20:00,02:00:00,02:12:00,02:15:00,02:30:00,02:31:00,02:47:00,02:53:00,03:00:00,03:20:00,03:40:00,01:49:00,02:20:00,,,,
9213,,,,,,15:12:00,15:13:00,15:16:00,15:27:00,15:30:00,16:00:00,16:01:00,16:02:00,16:04:00,16:18:00,15:04:00,15:42:00,15:15:00,15:21:00,15:33:00,15:36:00
9215,,,,,,14:25:00,14:28:00,14:32:00,14:38:00,14:40:00,15:23:00,15:28:00,15:33:00,15:40:00,15:53:00,14:18:00,14:50:00,14:43:00,14:37:00,15:00:00,14:43:00
9221,,,,,,15:03:00,15:06:00,15:10:00,15:30:00,15:35:00,15:50:00,15:53:00,15:55:00,15:59:00,16:21:00,14:59:00,15:26:00,15:10:00,15:20:00,15:58:00,15:18:00
9225,,,,,,15:11:00,15:12:00,15:15:00,15:26:00,15:28:00,15:49:00,15:56:00,16:00:00,16:02:00,16:14:00,15:07:00,15:26:00,15:18:00,15:19:00,15:31:00,15:20:00
9229,,,,,,14:35:00,14:36:00,14:37:00,14:52:00,14:57:00,15:20:00,15:30:00,15:31:00,15:37:00,15:50:00,14:34:00,14:57:00,14:52:00,14:42:00,14:57:00,14:50:00
9231,,,,,,14:32:00,14:33:00,14:36:00,14:46:00,14:48:00,15:22:00,15:35:00,15:39:00,15:45:00,15:59:00,14:23:00,14:51:00,14:54:00,14:41:00,14:51:00,14:44:00
9234,,,,,,15:45:00,15:49:00,15:50:00,16:20:00,16:01:00,16:34:00,16:37:00,16:39:00,16:42:00,17:00:00,15:40:00,16:22:00,15:53:00,16:05:00,16:40:00,16:10:00
9288,,,,,,12:28:00,12:29:00,12:32:00,12:43:00,12:45:00,13:09:00,13:11:00,13:12:00,13:16:00,13:31:00,12:23:00,12:47:00,12:39:00,12:38:00,12:50:00,12:41:00
9289,,,,,,12:08:00,12:11:00,12:13:00,12:30:00,12:33:00,12:52:00,13:00:00,12:59:00,13:03:00,13:18:00,12:03:00,12:35:00,12:45:00,12:20:00,12:30:00,12:25:00
9290,,,,,,11:47:00,11:49:00,11:52:00,12:05:00,12:03:00,12:53:00,12:56:00,12:57:00,13:00:00,13:18:00,11:43:00,12:03:00,12:15:00,12:00:00,12:30:00,11:55:00
9291,,,,,,11:56:00,11:57:00,12:00:00,12:09:00,12:11:00,12:51:00,12:54:00,12:55:00,12:57:00,13:12:00,11:47:00,12:16:00,12:30:00,12:05:00,12:15:00,12:09:00
9292,,,,,,11:52:00,11:53:00,11:56:00,12:07:00,12:10:00,12:38:00,12:40:00,12:52:00,12:55:00,13:09:00,11:44:00,12:11:00,12:15:00,12:01:00,12:12:00,12:04:00
9294,,,,,,12:06:00,12:08:00,12:12:00,12:24:00,12:50:00,12:50:00,12:56:00,13:01:00,13:03:00,13:16:00,12:00:00,12:17:00,12:40:00,12:30:00,13:00:00,12:10:00
9296,,,,,,12:08:00,12:10:00,12:24:00,12:22:00,12:24:00,12:43:00,12:55:00,12:56:00,12:57:00,13:12:00,12:00:00,12:30:00,12:15:00,12:16:00,12:30:00,12:22:00
9297,,,,,,12:02:00,12:05:00,12:07:00,12:16:00,12:18:00,12:50:00,13:01:00,13:03:00,13:07:00,13:26:00,11:57:00,12:25:00,12:22:00,12:24:00,12:50:00,12:19:00
9298,,,,,,12:10:00,12:12:00,12:13:00,12:30:00,12:33:00,12:52:00,12:53:00,12:55:00,12:59:00,13:13:00,12:08:00,12:32:00,12:18:00,12:25:00,12:35:00,12:25:00
9299,,,,,,12:05:00,12:07:00,12:10:00,12:19:00,12:23:00,12:50:00,12:54:00,12:55:00,12:59:00,13:16:00,12:02:00,12:26:00,12:20:00,12:19:00,12:25:00,12:18:00
9301,,,,,,12:56:00,12:59:00,13:00:00,12:09:00,13:11:00,13:39:00,13:42:00,13:46:00,13:47:00,13:56:00,12:52:00,13:17:00,12:55:00,13:07:00,13:16:00,13:10:00
9307,,,,,,12:01:00,12:04:00,12:07:00,12:19:00,12:23:00,12:50:00,12:53:00,12:56:00,13:02:00,13:22:00,11:58:00,12:25:00,12:16:00,12:13:00,12:40:00,12:17:00
9309,,,,,,11:46:00,11:47:00,11:50:00,12:01:00,12:03:00,12:55:00,13:02:00,13:04:00,13:05:00,13:19:00,11:39:00,12:08:00,12:18:00,11:55:00,12:06:00,12:01:00
9310,,,,,,11:48:00,11:49:00,11:52:00,12:03:00,12:07:00,12:48:00,12:54:00,12:55:00,12:57:00,13:12:00,11:43:00,12:07:00,12:15:00,11:57:00,12:09:00,12:01:00
9366,,,,,,09:15:00,09:18:00,09:20:00,09:35:00,09:36:00,10:08:00,10:09:00,10:09:00,10:11:00,10:35:00,09:12:00,09:34:00,09:37:00,09:27:00,09:40:00,09:28:00
9367,,,,,,09:00:00,09:03:00,09:05:00,09:19:00,09:23:00,09:50:00,10:11:00,10:12:00,10:19:00,10:30:00,08:56:00,09:23:00,09:30:00,09:08:00,09:23:00,09:16:00
9369,,,,,,09:41:00,09:42:00,09:45:00,09:54:00,09:56:00,10:21:00,10:26:00,10:27:00,10:30:00,10:42:00,09:30:00,10:01:00,10:00:00,09:51:00,10:00:00,09:54:00
9370,,,,,,09:14:00,09:17:00,09:20:00,09:25:00,09:27:00,09:51:00,10:48:00,12:01:00,12:24:00,12:41:00,09:04:00,09:32:00,09:35:00,09:25:00,09:50:00,09:26:00
9373,,,,,,10:00:00,10:01:00,10:04:00,10:15:00,10:17:00,10:46:00,10:50:00,10:52:00,11:01:00,11:14:00,09:49:00,10:23:00,09:40:00,10:10:00,10:21:00,10:15:00
9374,,,,,,09:06:00,09:09:00,09:11:00,09:28:00,09:30:00,10:00:00,10:10:00,10:13:00,10:20:00,10:35:00,09:00:00,09:28:00,09:30:00,09:14:00,09:33:00,09:22:00
9375,,,,,,09:00:00,09:05:00,09:07:00,09:15:00,09:07:00,10:10:00,10:17:00,10:19:00,10:21:00,10:39:00,08:57:00,09:19:00,09:35:00,09:20:00,09:30:00,09:12:00
9376,,,,,,09:12:00,09:13:00,09:14:00,10:15:00,09:27:00,10:15:00,10:17:00,10:20:00,10:22:00,10:32:00,09:08:00,09:27:00,09:42:00,09:18:00,09:28:00,09:20:00
9377,,,,,,09:11:00,09:13:00,09:15:00,10:09:00,09:34:00,10:09:00,10:12:00,10:16:00,10:28:00,10:45:00,09:07:00,09:38:00,09:40:00,09:22:00,09:36:00,09:30:00
9379,,,,,,09:16:00,09:19:00,09:21:00,09:30:00,09:37:00,10:21:00,10:22:00,10:21:00,10:24:00,10:44:00,09:12:00,09:35:00,09:40:00,09:29:00,09:37:00,09:29:00
9382,,,,,,09:11:00,09:13:00,09:15:00,09:25:00,09:26:00,10:10:00,10:12:00,10:13:00,10:22:00,10:35:00,09:09:00,09:35:00,09:41:00,09:29:00,10:00:00,09:28:00
9383,,,,,,08:58:00,08:59:00,09:02:00,09:14:00,09:17:00,10:08:00,10:13:00,10:17:00,10:21:00,10:34:00,08:54:00,09:11:00,09:38:00,09:08:00,09:19:00,09:05:00
9385,,,,,,09:11:00,09:13:00,09:15:00,09:28:00,09:31:00,10:01:00,10:10:00,10:14:00,10:20:00,10:40:00,09:09:00,09:34:00,09:27:00,09:27:00,10:10:00,09:28:00
9388,,,,,,09:28:00,09:31:00,09:33:00,00:00:00,09:47:00,10:01:00,10:16:00,10:17:00,10:28:00,10:41:00,09:16:00,,09:30:00,,,
9390,,,,,,09:47:00,09:51:00,10:00:00,10:31:00,09:57:00,10:31:00,10:33:00,12:08:00,12:10:00,,09:41:00,10:03:00,09:55:00,10:10:00,10:45:00,09:56:00
9424,,,,,,12:17:00,12:21:00,12:23:00,12:35:00,12:38:00,13:20:00,13:21:00,13:23:00,13:26:00,13:42:00,12:10:00,12:42:00,12:30:00,12:28:00,12:39:00,12:35:00
9426,,,,,,11:56:00,11:57:00,12:00:00,12:13:00,12:25:00,13:05:00,13:21:00,13:22:00,13:27:00,13:43:00,11:51:00,12:17:00,12:35:00,12:06:00,12:19:00,12:12:00
9428,,,,,,12:58:00,12:02:00,12:03:00,12:17:00,12:19:00,13:12:00,13:16:00,13:18:00,13:41:00,13:55:00,11:55:00,12:22:00,12:40:00,12:13:00,12:57:00,12:15:00
9467,,,,,,18:56:00,18:59:00,19:01:00,19:15:00,,,19:17:00,,,,18:53:00,19:47:00,,19:10:00,19:20:00,19:19:00
9475,,,,,,18:58:00,19:01:00,19:03:00,19:14:00,,,19:16:00,,,,18:49:00,19:57:00,,19:10:00,19:20:00,19:19:00
9482,,,,,,19:17:00,19:22:00,19:20:00,19:31:00,,,19:34:00,,,,19:10:00,20:15:00,,19:28:00,19:43:00,19:38:00
9547,,,,,,20:56:00,20:59:00,21:00:00,21:05:00,,,21:09:00,,,,20:52:00,21:56:00,,21:08:00,21:13:00,21:12:00
9553,,,,,,22:26:00,22:28:00,22:30:00,22:40:00,,,,,,,22:22:00,23:37:00,,22:35:00,22:45:00,22:50:00
9565,,,,,,21:20:00,21:23:00,21:25:00,21:31:00,,,21:33:00,,,,21:15:00,22:09:00,,21:32:00,21:38:00,21:37:00
9617,,,,,,,04:50:00,,,05:00:00,05:50:00,05:55:00,05:54:00,05:58:00,06:05:00,,,05:25:00,,,
9618,,,,,,,04:50:00,,,04:55:00,05:40:00,05:56:00,05:50:00,06:00:00,06:15:00,,,05:17:00,,,
9619,,,,,,,04:55:00,,,04:57:00,05:44:00,05:47:00,05:49:00,05:52:00,06:02:00,,,05:05:00,,,
9620,,,,,,,,,,04:50:00,05:38:00,05:47:00,05:47:00,05:54:00,06:13:00,,,,,,
9622,,,,,,,04:50:00,,,05:00:00,05:40:00,05:49:00,05:50:00,05:52:00,06:18:00,,,05:13:00,,,
9623,,,,,,,,,,05:06:00,05:36:00,05:43:00,05:46:00,05:53:00,06:05:00,,,,,,
9624,,,,,,,04:50:00,,,05:00:00,05:40:00,05:45:00,05:48:00,06:00:00,06:15:00,,,05:05:00,,,
9625,,,,,,,04:55:00,,,05:00:00,05:45:00,05:48:00,05:49:00,05:52:00,06:06:00,,,05:15:00,,,
9626,,,,,,,04:52:00,,,04:55:00,05:56:00,05:57:00,05:55:00,06:02:00,06:20:00,,,05:14:00,,,
9627,,,,,,,05:55:00,,,06:00:00,06:38:00,05:40:00,05:45:00,05:50:00,06:02:00,,,06:05:00,,,
9628,,,,,,,04:50:00,,,04:55:00,05:53:00,05:54:00,05:55:00,06:02:00,06:20:00,,,05:05:00,,,
9631,,,,,,,05:00:00,,,05:04:00,05:41:00,05:45:00,05:49:00,05:57:00,06:13:00,,,05:20:00,,,
9633,,,,,,,04:50:00,,,04:55:00,05:34:00,05:49:00,05:52:00,06:04:00,06:21:00,,,05:10:00,,,
9635,,,,,,,04:52:00,,,04:59:00,05:47:00,05:48:00,05:45:00,05:52:00,06:00:00,,,05:05:00,,,
9636,,,,,,,04:55:00,,,04:58:00,05:30:00,05:46:00,05:47:00,05:52:00,06:05:00,,,,,,
9638,,,,,,,04:50:00,,,04:57:00,05:38:00,05:45:00,05:47:00,05:51:00,06:08:00,,,05:25:00,,,
9640,,,,,,,04:48:00,,,05:00:00,05:50:00,05:53:00,05:53:00,05:56:00,06:16:00,,,05:15:00,,,
9691,,,,,,,04:55:00,,,04:57:00,05:41:00,05:46:00,05:49:00,05:52:00,06:08:00,,,05:05:00,,,
9692,,,,,,,04:45:00,,,05:00:00,05:35:00,05:47:00,05:48:00,05:54:00,06:08:00,,,,,,
9694,,,,,,,,,,04:55:00,05:40:00,05:47:00,06:38:00,06:40:00,06:54:00,,,,,,
9695,,,,,,,04:55:00,,,05:00:00,05:25:00,05:34:00,05:40:00,05:49:00,06:03:00,,,05:00:00,,,
9696,,,,,,,04:55:00,,,05:00:00,05:33:00,05:48:00,05:50:00,05:55:00,06:05:00,,,05:16:00,,,
9699,,,,,,,04:55:00,,,05:00:00,05:29:00,05:37:00,05:48:00,05:55:00,06:09:00,,,05:00:00,,,
9701,,,,,,,04:55:00,,,05:00:00,05:57:00,05:59:00,06:00:00,06:08:00,06:20:00,,,05:15:00,,,
9702,,,,,,,,,,04:55:00,05:30:00,05:46:00,05:47:00,05:53:00,06:08:00,,,,,,
9703,,,,,,,04:55:00,,,04:58:00,05:55:00,05:55:00,05:53:00,05:56:00,06:15:00,,,05:20:00,,,
9704,,,,,,,04:50:00,,,04:55:00,05:50:00,05:52:00,05:56:00,06:05:00,06:20:00,,,05:01:00,,,
9706,,,,,,,05:00:00,,,05:06:00,05:48:00,05:53:00,05:56:00,06:03:00,06:15:00,,,05:26:00,,,
9710,,,,,,,05:00:00,,,05:05:00,05:07:00,05:48:00,05:53:00,05:57:00,06:10:00,,,05:16:00,,,
9712,,,,,,,04:50:00,,,04:55:00,05:54:00,05:58:00,05:59:00,06:00:00,06:13:00,,,,,,
9713,,,,,,,04:55:00,,,05:00:00,05:46:00,05:49:00,05:48:00,05:56:00,06:17:00,,,,,,
9714,,,,,,,04:50:00,,,04:53:00,05:37:00,05:44:00,05:49:00,05:51:00,06:05:00,,,05:20:00,,,
9715,,,,,,,04:55:00,,,05:00:00,05:54:00,05:56:00,05:55:00,06:04:00,06:16:00,,,05:15:00,,,
9749,11:57:00,11:57:00,,,,,,,,,,,,,,11:57:00,,,,,
9754,,,,,,09:21:00,09:23:00,09:24:00,09:28:00,10:20:00,10:31:00,10:32:00,10:34:00,10:36:00,10:47:00,09:20:00,09:50:00,09:52:00,09:31:00,09:35:00,09:40:00
9762,00:00:00,03:20:00,01:10:00,02:20:00,03:20:00,02:00:00,02:12:00,02:15:00,02:30:00,02:31:00,02:47:00,02:53:00,03:00:00,03:20:00,03:40:00,01:49:00,02:20:00,,,,
9766,00:00:00,23:59:00,06:27:00,,,06:44:00,06:50:00,06:55:00,07:15:00,07:15:00,07:30:00,07:31:00,07:48:00,07:58:00,08:10:00,06:34:00,,,,,
9769,00:00:00,23:59:00,05:50:00,,,06:42:00,06:45:00,06:55:00,07:14:00,07:15:00,07:48:00,07:52:00,08:03:00,08:13:00,08:29:00,06:29:00,,,,,
9772,00:00:00,23:59:00,10:20:00,,,10:58:00,11:00:00,11:05:00,11:45:00,11:46:00,12:20:00,12:24:00,12:54:00,13:02:00,13:16:00,10:44:00,,,,,
9788,00:00:00,23:59:00,07:55:00,,,08:30:00,08:32:00,08:38:00,08:55:00,08:55:00,09:22:00,09:25:00,09:40:00,09:56:00,10:06:00,08:22:00,,,,,
9867,00:00:00,23:59:00,01:25:00,,,02:03:00,02:05:00,02:08:00,02:37:00,02:40:00,03:15:00,03:19:00,03:33:00,03:41:00,03:53:00,01:54:00,,,,,
9878,00:00:00,23:59:00,05:15:00,,,05:50:00,05:52:00,06:00:00,06:14:00,06:15:00,07:07:00,07:08:00,07:09:00,07:22:00,07:34:00,05:35:00,,,,,
9905,00:00:00,23:59:00,03:45:00,00:00:00,23:59:00,04:20:00,04:22:00,04:30:00,04:50:00,04:50:00,05:00:00,05:30:00,05:49:00,06:00:00,06:15:00,04:10:00,00:00:00,,,,
9909,00:00:00,23:59:00,,,,17:30:00,17:42:00,17:48:00,18:06:00,18:07:00,18:09:00,18:12:00,18:15:00,18:21:00,18:32:00,17:26:00,,,,,
9911,00:00:00,23:59:00,06:20:00,,,06:53:00,06:55:00,07:00:00,07:27:00,07:28:00,07:54:00,08:03:00,08:04:00,08:23:00,08:31:00,06:43:00,,,,,
9914,00:00:00,23:59:00,01:00:00,,,22:40:00,22:42:00,22:50:00,23:10:00,00:15:00,01:34:00,01:43:00,01:45:00,01:50:00,01:58:00,22:35:00,,,,,
9921,00:00:00,23:59:00,18:50:00,,,,18:45:00,,,19:00:00,20:10:00,20:15:00,20:30:00,20:35:00,20:45:00,,,,,,
9929,,,15:20:00,,,,13:55:00,,,14:00:00,15:25:00,14:55:00,15:20:00,15:38:00,15:50:00,,,,,,
12161,,,19:15:00,,,,20:10:00,,,21:17:00,21:45:00,21:48:00,21:50:00,21:55:00,22:15:00,,,,,,
