no_correlativo,fase_1,fase_2,fase_3,fase_4,fase_5,fase_6,fase_7,fase_8,fase_9,fase_10,iniciada
11865,True,True,True,True,True,True,True,True,True,True,True
11868,True,True,True,True,True,True,True,True,True,True,True
11878,True,True,True,True,True,True,True,True,True,True,True
11884,True,True,True,True,True,True,True,True,True,True,True
11893,False,False,False,False,False,False,False,False,False,False,True
11895,True,True,True,True,True,True,True,True,True,True,True
11900,True,True,True,True,True,True,True,True,True,True,True
11902,True,True,True,True,True,True,True,True,True,True,True
11908,True,True,True,True,True,True,True,True,True,True,True
11911,True,True,True,True,True,True,True,True,True,True,True
11912,True,True,True,True,True,True,True,True,True,True,True
11914,True,True,True,True,True,True,True,True,True,True,True
11916,True,True,True,True,True,True,True,True,True,True,True
11922,True,True,True,True,True,True,True,True,True,True,True
11924,True,True,True,True,True,True,True,True,True,True,True
11939,True,True,True,True,True,True,True,True,True,True,True
11940,True,True,True,True,True,True,True,True,True,True,True
11941,True,True,True,True,True,True,True,True,True,True,True
11942,True,True,True,True,True,True,True,True,True,True,True
11945,True,True,True,True,True,True,True,True,True,True,True
11946,True,True,True,True,True,True,True,True,True,True,True
11947,True,True,True,True,True,True,True,True,True,True,True
11949,True,True,True,True,True,True,True,False,True,True,True
11952,True,True,True,True,True,True,True,True,True,True,True
11972,True,True,True,True,True,True,True,True,True,True,True
11974,True,True,True,True,True,True,True,True,True,True,True
11976,True,True,True,True,True,True,True,True,True,True,True
11977,True,True,True,True,True,True,True,True,True,True,True
11978,True,True,True,True,True,True,True,True,True,True,True
11979,True,True,True,True,True,True,True,True,True,True,True
11980,True,True,True,True,True,True,True,True,True,True,True
11982,True,True,True,True,True,True,True,True,True,True,True
11984,True,True,True,True,True,True,True,True,True,True,True
11986,True,True,True,True,True,True,True,True,True,True,True
11987,True,True,True,True,True,True,True,True,True,True,True
11988,True,True,True,True,True,True,True,True,True,True,True
11990,True,True,True,True,True,True,True,True,True,True,True
11991,True,True,True,True,True,True,True,True,True,True,True
11992,True,True,True,True,True,True,True,True,True,True,True
11995,True,True,True,True,True,True,True,True,True,True,True
11998,True,True,True,True,True,True,True,True,True,True,True
12006,True,True,True,True,True,True,True,True,True,True,True
12010,True,True,True,True,True,True,True,True,True,True,True
12012,True,True,True,True,True,True,True,True,True,True,True
12013,True,True,True,True,True,True,True,True,True,True,True
12015,True,True,True,True,True,True,True,True,True,True,True
12016,True,True,True,True,True,True,True,True,True,True,True
12018,True,True,True,True,True,True,True,True,True,True,True
12019,True,True,True,True,True,True,True,True,True,True,True
12026,True,True,True,True,True,True,True,True,True,True,True
12036,True,True,True,True,True,True,True,True,True,True,True
12038,True,True,True,True,True,True,True,True,True,True,True
12042,True,True,True,True,True,True,True,True,True,True,True
12043,True,True,True,True,True,True,True,True,True,True,True
12044,True,True,True,True,True,True,True,True,True,True,True
12045,True,True,True,True,True,True,True,True,True,True,True
12047,True,True,True,True,True,True,True,True,True,True,True
12048,True,True,True,True,True,True,True,True,True,True,True
12049,True,True,True,True,True,True,True,True,True,True,True
12058,True,True,True,True,True,True,True,True,True,True,True
12061,True,True,True,True,True,True,True,True,True,True,True
12064,True,True,True,True,True,True,True,True,True,True,True
12065,True,True,True,True,True,True,True,True,True,True,True
12069,True,True,True,True,True,True,True,True,True,True,True
12075,True,True,True,True,True,True,True,True,True,True,True
12083,True,True,True,True,True,True,True,True,True,True,True
12085,True,True,True,True,True,True,True,True,True,True,True
12086,True,True,True,True,True,True,True,True,True,True,True
12087,True,True,True,True,True,True,True,True,True,True,True
12089,True,True,True,True,True,True,True,True,True,True,True
12094,True,True,True,True,True,True,True,True,True,True,True
12096,True,True,True,True,True,True,True,True,True,True,True
12097,True,True,True,True,True,True,True,True,True,True,True
12103,True,True,True,True,True,True,True,True,True,True,True
12104,True,True,True,True,True,True,True,True,True,True,True
12109,True,True,True,True,True,True,True,True,True,True,True
12111,True,True,True,True,True,True,True,True,True,True,True
12112,True,True,True,True,True,True,True,True,True,True,True
12113,True,True,True,True,True,True,True,True,True,True,True
12115,True,True,True,True,True,True,True,True,True,True,True
12116,True,True,True,True,True,True,True,True,True,True,True
12117,True,True,True,True,True,False,False,False,False,False,True
12121,True,True,True,True,True,True,True,True,True,True,True
12122,True,True,True,True,True,True,True,True,True,True,True
12124,True,True,True,True,True,True,True,True,True,True,True
12125,True,True,True,True,True,True,True,True,True,True,True
12127,True,True,True,True,True,True,True,True,True,True,True
12128,True,True,True,True,True,True,True,True,True,True,True
12132,True,True,True,True,True,True,True,True,True,True,True
12136,True,True,True,True,True,True,True,True,True,True,True
12161,True,True,True,True,False,True,True,True,True,True,True
12171,True,True,True,True,True,True,True,True,True,True,True
12176,True,True,True,True,False,True,True,True,True,True,True
12180,True,True,True,True,True,True,True,True,True,True,True
12183,True,True,True,True,True,True,True,True,True,True,True
12212,True,True,True,True,True,True,True,True,True,True,True
12232,True,True,True,True,True,True,True,True,True,True,True
12241,True,True,True,True,True,True,True,True,True,True,True
12244,True,True,True,True,True,True,True,True,True,True,True
12245,True,True,True,True,True,True,True,True,True,True,True
12246,True,True,True,True,True,True,True,True,True,True,True
12255,True,True,True,True,True,True,True,True,True,True,True
12264,True,True,True,True,True,True,True,True,True,True,True
12266,True,True,True,True,True,True,True,True,True,True,True
12267,True,True,True,True,True,True,True,True,True,True,True
12268,True,True,True,True,True,True,True,True,True,True,True
12269,True,True,True,True,True,True,True,True,True,True,True
12274,True,True,True,True,True,True,True,True,True,True,True
12277,True,True,True,True,True,True,True,True,True,True,True
12279,True,True,True,True,True,True,True,True,True,True,True
12287,True,True,True,True,True,True,True,True,True,True,True
12290,True,True,True,True,True,True,True,True,True,True,True
12291,True,True,True,True,True,True,True,True,True,True,True
12295,True,True,True,True,True,True,True,True,True,True,True
12296,True,True,True,True,True,True,True,True,True,True,True
12299,True,True,True,True,True,True,True,True,True,True,True
12307,True,True,True,True,True,True,True,True,True,True,True
12325,True,True,True,True,True,True,True,True,True,True,True
12349,True,True,True,True,True,True,True,True,True,True,True
12350,True,True,True,True,True,True,True,True,True,True,True
12352,True,True,True,True,True,True,True,True,True,True,True
12360,True,True,True,True,True,True,True,True,True,False,True
12361,True,True,True,True,True,True,True,True,True,True,True
12365,True,True,True,True,True,True,True,True,True,True,True
12372,True,True,True,True,True,True,True,True,True,True,True
12394,True,True,True,True,True,True,True,True,True,True,True
12398,True,True,True,True,True,True,True,True,True,True,True
12424,True,True,True,True,True,True,True,True,True,True,True
12427,True,True,True,True,True,True,True,True,True,True,True
12430,True,True,True,True,True,True,True,True,True,True,True
12436,True,True,True,True,True,True,True,True,True,True,True
12437,True,True,True,True,True,True,True,True,True,True,True
12439,True,True,True,True,True,True,True,True,True,True,True
12441,True,True,True,True,True,True,True,True,True,True,True
12442,True,True,True,True,True,True,True,True,True,True,True
12443,True,True,True,True,True,True,True,True,True,True,True
12444,True,True,True,True,True,True,True,True,True,True,True
12446,True,True,True,True,True,True,True,True,True,True,True
12447,True,True,True,True,True,True,True,True,True,True,True
12450,True,True,True,True,True,True,True,True,True,True,True
12451,True,True,True,True,True,True,True,True,True,True,True
12452,True,True,True,True,True,True,True,True,True,True,True
12455,True,True,True,True,True,True,True,True,True,True,True
12456,True,True,True,True,True,True,True,True,True,True,True
12459,True,True,True,True,True,True,True,True,True,True,True
12490,True,True,True,True,True,True,True,True,True,True,True
12523,True,True,True,True,True,True,True,True,True,True,True
12535,True,True,True,True,True,True,True,True,True,True,True
12547,True,True,True,True,True,True,True,True,True,True,True
12552,True,True,True,True,True,True,True,True,True,True,True
12559,True,True,True,True,True,True,True,True,True,True,True
12567,True,True,True,True,True,True,True,True,True,True,True
12568,True,True,True,True,True,True,True,True,True,True,True
12569,True,True,True,True,True,True,True,True,True,True,True
12570,True,True,True,True,True,True,True,True,True,True,True
12571,True,True,True,True,True,True,True,True,True,True,True
12573,True,True,True,True,True,True,True,True,True,True,True
12576,True,True,True,True,True,True,True,True,True,True,True
12578,True,True,True,True,True,True,True,True,True,True,True
12579,True,True,True,True,True,True,True,True,True,True,True
12580,True,True,True,True,True,True,True,True,True,True,True
12581,True,True,True,True,True,True,True,True,True,True,True
12583,True,True,True,True,True,True,True,True,True,True,True
12585,True,True,True,True,True,True,True,True,True,True,True
12587,True,True,True,True,True,True,True,True,True,True,True
12588,True,True,True,True,True,True,True,True,True,True,True
12589,True,True,True,True,True,True,True,True,True,True,True
12591,True,True,True,True,True,True,True,True,True,True,True
12595,True,True,True,True,True,True,True,True,True,True,True
12599,True,True,True,True,True,True,True,True,True,True,True
12600,True,True,True,True,True,True,True,True,True,True,True
12602,True,True,True,True,True,True,True,True,True,True,True
12605,True,True,False,False,False,False,False,False,False,False,True
12611,True,True,True,True,True,True,True,True,True,True,True
12613,True,True,True,True,True,True,True,True,True,True,True
12651,True,True,True,True,True,True,True,True,True,True,True
12655,True,True,True,True,True,True,True,True,True,True,True
12679,True,True,True,True,True,True,True,True,False,True,True
12692,True,True,True,True,True,True,True,True,True,True,True
12694,True,True,True,True,True,True,True,True,True,True,True
12702,True,True,True,True,True,True,True,True,True,True,True
12711,True,True,True,True,True,True,True,True,True,True,True
12717,True,True,True,True,True,True,True,True,True,True,True
12718,True,True,True,True,True,True,True,True,True,True,True
12719,True,True,True,True,True,False,True,True,True,True,True
12720,True,True,True,True,True,True,True,True,True,True,True
12723,True,True,True,True,True,True,True,True,True,True,True
12724,True,True,True,True,True,True,True,True,True,True,True
12727,True,True,True,True,True,True,True,True,True,True,True
12730,True,True,True,True,True,True,True,True,True,True,True
12732,True,True,True,True,True,True,True,True,True,True,True
12733,True,True,True,True,True,True,True,True,True,True,True
12734,True,True,True,True,True,True,True,True,True,True,True
12735,True,True,True,True,True,True,True,True,True,True,True
12736,True,True,True,True,True,True,True,True,True,True,True
12738,True,True,True,True,True,True,True,True,True,True,True
12742,True,True,True,True,True,True,True,True,True,True,True
12746,True,True,True,True,True,True,True,True,True,True,True
12754,True,True,True,True,True,True,True,True,True,True,True
12756,True,True,True,True,True,True,True,True,True,True,True
12757,True,True,True,True,True,True,True,True,True,True,True
12788,False,False,False,False,False,False,False,False,False,False,True
12798,True,True,True,True,True,True,True,True,True,True,True
12840,True,True,True,True,True,True,True,True,True,True,True
12843,True,True,True,True,True,True,True,True,True,True,True
12845,True,True,True,True,True,True,True,True,True,True,True
12850,True,True,True,True,False,False,False,False,False,False,True
12851,True,True,True,True,True,True,True,True,True,True,True
12852,True,True,True,True,True,True,True,True,True,True,True
12857,True,True,True,True,True,True,True,True,True,True,True
12858,True,True,True,True,True,True,True,True,True,True,True
12860,True,True,True,True,True,True,True,True,True,True,True
12863,True,True,True,True,True,True,True,True,True,True,True
12866,True,True,True,True,True,True,True,True,True,True,True
12869,True,True,True,True,True,True,True,True,True,True,True
12872,True,True,True,True,True,True,True,True,True,True,True
12873,True,True,True,True,True,True,True,True,True,True,True
12874,True,True,True,True,True,True,True,True,True,True,True
12875,True,True,True,True,True,True,True,True,True,True,True
12879,True,True,True,True,True,True,True,True,True,True,True
12881,True,True,True,True,True,True,True,True,True,True,True
12882,True,True,True,True,True,True,True,True,True,True,True
12887,True,True,True,True,True,True,True,True,True,True,True
12890,True,True,True,True,True,True,True,True,True,True,True
12892,True,True,True,True,True,True,True,True,True,True,True
12893,True,True,True,True,True,True,True,True,True,True,True
12896,True,True,True,True,True,True,True,True,True,True,True
12898,True,True,True,True,True,True,True,True,True,True,True
12901,True,True,True,True,True,True,True,True,True,True,True
12905,True,True,True,True,True,True,True,True,True,True,True
12910,True,True,True,True,True,True,True,True,True,True,True
12918,True,True,True,True,True,True,True,True,True,True,True
12970,True,True,True,True,True,True,True,True,True,True,True
12994,True,True,True,True,True,True,True,True,True,True,True
13003,True,True,True,True,True,True,True,True,True,True,True
13004,True,True,True,True,True,True,True,True,True,True,True
13005,True,True,True,True,True,True,True,True,True,True,True
13008,True,True,True,True,True,True,True,True,True,True,True
13010,True,True,True,True,True,True,True,True,True,True,True
13017,True,True,True,True,True,True,True,True,True,True,True
13018,True,True,True,True,True,True,True,True,True,True,True
13022,True,True,True,True,True,True,True,True,True,True,True
13026,True,True,True,True,True,True,True,True,True,True,True
13027,True,True,True,True,True,True,True,True,True,True,True
13030,True,True,True,True,True,True,True,True,True,True,True
13031,True,True,True,True,True,True,True,True,True,True,True
13037,True,True,True,True,True,True,True,True,True,True,True
13041,True,True,True,True,True,True,True,True,True,True,True
13045,True,True,True,True,True,True,True,True,True,True,True
13049,True,True,True,True,False,True,True,True,True,True,True
13055,True,True,True,True,False,True,True,True,True,True,True
13057,True,True,True,True,False,True,True,True,True,True,True
13060,True,True,True,True,False,True,True,True,True,True,True
13064,True,True,True,True,False,True,True,True,True,True,True
13082,True,True,True,True,False,True,True,True,True,True,True
13085,True,True,True,True,False,True,True,True,True,True,True
13098,True,True,True,True,False,True,True,True,True,True,True
13100,True,True,True,True,False,True,True,True,True,True,True
13102,True,True,True,True,False,True,True,True,True,True,True
13109,True,True,True,True,False,True,True,True,True,True,True
13110,True,True,True,True,False,True,True,True,True,True,True
13114,True,True,True,True,False,True,True,True,True,True,True
13116,True,True,True,True,False,True,True,True,True,True,True
13122,True,True,True,True,True,True,True,True,True,True,True
13155,True,True,True,True,False,True,True,True,True,True,True
13158,True,True,True,True,False,True,True,True,True,True,True
13161,True,True,True,True,False,True,True,True,True,True,True
13172,True,True,True,True,True,True,True,True,True,True,True
13175,True,True,True,True,False,True,True,True,True,True,True
13178,True,True,True,True,False,True,True,True,True,True,True
13181,True,True,True,True,False,True,True,True,True,True,True
13209,True,True,True,True,False,True,True,True,True,True,True
13234,True,True,True,True,True,True,True,True,True,True,True
13237,False,False,False,False,False,False,False,False,False,False,True
13241,True,True,True,True,False,True,True,True,True,True,True
13245,True,True,True,True,False,True,True,True,True,True,True
13249,True,True,True,True,False,True,True,True,True,True,True
13257,True,True,True,True,False,True,True,True,True,True,True
13263,True,True,True,True,False,True,True,True,True,True,True
13264,True,True,True,True,False,True,True,True,True,True,True
13265,False,False,False,False,False,False,False,False,False,False,True
13279,True,True,True,True,False,True,True,True,True,True,True
13280,True,True,True,True,False,True,True,True,True,True,True
13281,True,True,True,True,False,True,True,True,True,True,True
13282,True,True,True,True,False,True,True,True,True,True,True
13308,True,True,True,True,False,True,True,True,True,True,True
13309,True,True,True,True,False,True,True,True,True,True,True
13310,True,True,True,True,False,True,True,True,True,True,True
13311,True,True,True,True,False,True,True,True,True,True,True
13312,True,True,True,True,False,True,True,True,True,True,True
13313,True,True,True,True,False,True,True,True,True,True,True
13314,True,True,True,True,False,True,True,True,True,True,True
13315,True,True,True,True,False,True,True,True,True,True,True
13317,True,True,True,True,False,True,True,True,True,True,True
13318,True,True,True,True,False,True,True,True,True,True,True
13319,True,True,True,True,False,True,True,True,True,True,True
13320,True,True,True,True,False,True,True,True,True,True,True
13321,True,True,True,True,False,True,True,True,True,True,True
13322,True,True,True,True,False,True,True,True,True,True,True
13323,True,True,True,True,False,True,True,True,True,True,True
13324,True,True,True,True,False,True,True,True,True,True,True
13376,True,True,True,True,False,True,True,True,True,True,True
13377,True,True,True,True,False,True,True,True,True,True,True
13378,True,True,True,True,False,True,True,True,True,True,True
13379,True,True,True,True,False,True,True,True,True,True,True
13380,True,True,True,True,False,True,True,True,True,True,True
13382,True,True,True,True,False,True,True,True,True,True,True
13383,True,True,True,True,False,True,True,True,True,True,True
13384,True,True,True,True,False,True,True,True,True,True,True
13385,True,True,True,True,False,True,True,True,True,True,True
13386,True,True,True,True,False,True,True,True,True,True,True
13387,True,True,True,True,False,True,True,True,True,True,True
13388,True,True,True,True,False,True,True,True,True,True,True
13389,True,True,True,True,False,True,True,True,True,True,True
13390,True,True,True,True,False,True,True,True,True,True,True
13391,True,True,True,True,False,True,True,True,True,True,True
13392,True,True,True,True,False,True,True,True,True,True,True
13432,True,True,True,True,False,True,True,True,True,True,True
13433,True,True,True,True,False,True,True,True,True,True,True
13434,True,True,True,True,False,True,True,True,True,True,True
13435,True,True,True,True,False,True,True,True,True,True,True
13436,True,True,True,True,False,True,True,True,True,True,True
13452,True,True,True,True,False,True,True,True,True,True,True
13453,True,True,True,True,False,True,True,True,True,True,True
13454,True,True,True,True,False,True,True,True,True,True,True
13455,True,True,True,True,False,True,True,True,True,True,True
13456,True,True,True,True,False,True,True,True,True,True,True
13471,True,True,True,True,False,True,True,True,True,True,True
13472,True,True,True,True,False,True,True,True,True,True,True
13473,True,True,True,True,False,True,True,True,True,True,True
13474,True,True,True,True,False,True,True,True,True,True,True
13483,True,True,True,True,False,True,True,True,True,True,True
13484,True,True,True,True,False,True,True,True,True,True,True
13485,True,True,True,True,False,True,True,True,True,True,True
13486,True,True,True,True,False,True,True,True,True,True,True
13487,True,True,True,True,False,True,True,True,True,True,True
13488,True,True,True,True,True,True,True,True,True,True,True
13489,True,True,True,True,False,True,True,True,True,True,True
13491,True,True,True,True,False,True,True,True,True,True,True
13492,True,True,True,True,False,True,True,True,True,True,True
13493,True,True,True,True,False,True,True,True,True,True,True
13494,True,True,True,True,False,True,True,True,True,True,True
13495,True,True,True,True,False,True,True,True,True,True,True
13496,True,True,True,True,False,True,True,True,True,True,True
13497,True,True,True,True,False,True,True,True,True,True,True
13498,True,True,True,True,False,True,True,True,True,True,True
13499,True,True,True,True,False,True,True,True,True,True,True
13500,True,True,True,True,False,True,True,True,True,True,True
13501,True,True,True,True,False,True,True,True,True,True,True
13502,True,True,True,True,False,True,True,True,True,True,True
13503,True,True,True,True,False,True,True,True,True,True,True
13504,True,True,True,True,False,True,True,True,True,True,True
13510,True,True,True,True,False,True,True,True,True,True,True
13511,True,True,True,True,False,True,True,True,True,True,True
13513,True,True,True,True,False,True,True,True,True,True,True
13514,True,True,True,True,False,True,True,True,True,True,True
13527,True,True,True,True,False,True,True,True,True,True,True
13536,True,True,True,True,False,True,True,True,True,True,True
13537,True,True,True,True,False,True,True,True,True,True,True
13538,True,True,True,True,False,True,True,True,True,True,True
13539,True,True,True,True,False,True,True,True,True,True,True
13540,True,True,True,True,False,True,True,True,True,True,True
13541,True,True,True,True,False,True,True,True,True,True,True
13542,True,True,True,True,False,True,True,True,True,True,True
13543,True,True,True,True,False,True,True,True,True,True,True
13544,True,True,True,True,False,True,True,True,True,True,True
13580,True,True,True,True,False,True,True,True,True,True,True
13581,False,False,False,False,False,False,False,False,False,False,True
13586,True,True,True,True,False,True,True,True,True,True,True
13587,True,True,True,True,False,True,True,True,True,True,True
13633,False,False,False,False,False,False,False,False,False,False,True
13641,True,True,True,True,False,True,True,True,True,True,True
13647,False,False,False,False,False,False,False,False,False,False,True
13818,True,True,True,True,True,True,True,True,True,True,True
13819,True,True,True,True,True,True,True,True,True,True,True
13820,True,True,True,True,True,True,True,True,True,True,True
13821,True,True,True,True,True,True,True,True,True,True,True
13823,True,True,True,True,True,True,True,True,True,True,True
13824,True,True,True,True,True,True,True,True,True,True,True
13825,True,True,True,True,True,True,True,True,True,True,True
13826,True,True,True,True,True,True,True,True,True,True,True
13827,True,True,True,True,True,True,True,True,True,True,True
13828,True,True,True,True,True,True,True,True,True,True,True
13829,True,True,True,True,True,True,True,True,True,True,True
13830,True,True,True,True,True,True,True,True,True,True,True
13831,True,True,True,True,True,True,True,True,True,True,True
13832,True,True,True,True,True,True,True,True,True,True,True
13833,True,True,True,True,True,True,True,True,True,True,True
13834,True,True,True,True,True,True,True,True,True,True,True
13835,True,True,True,True,True,True,True,True,True,True,True
13836,True,True,True,True,True,True,True,True,True,True,True
13837,True,True,True,True,True,True,True,True,True,True,True
13838,True,True,True,True,True,True,True,True,True,True,True
13839,True,True,True,True,True,True,True,True,True,True,True
13840,True,True,True,True,True,True,True,True,True,True,True
13841,True,True,True,True,True,True,True,True,True,True,True
13842,True,True,True,True,True,True,True,True,True,True,True
13843,True,True,True,True,True,True,True,True,True,True,True
13844,True,True,True,True,True,True,True,True,True,True,True
13845,True,True,True,True,True,True,True,True,True,True,True
13847,True,True,True,True,True,True,True,True,True,True,True
14178,True,True,True,True,True,True,True,True,True,True,True
14179,True,True,True,True,True,True,True,True,True,True,True
14181,True,True,True,True,True,True,True,True,True,True,True
14182,True,True,True,True,True,True,True,True,True,True,True
14183,True,True,True,True,True,True,True,True,True,True,True
14184,True,True,True,True,True,True,True,True,True,True,True
14185,True,True,True,True,True,True,True,True,True,True,True
14186,True,True,True,True,True,True,True,True,True,True,True
14187,True,True,True,True,True,True,True,True,True,True,True
14188,True,True,True,True,True,True,True,True,True,True,True
14189,True,True,True,True,True,True,True,True,True,True,True
14190,True,True,True,True,True,True,True,True,True,True,True
14191,True,True,True,True,True,True,True,True,True,True,True
14192,True,True,True,True,True,True,True,True,True,True,True
14193,True,True,True,True,True,True,True,True,True,True,True
14194,True,True,True,True,True,True,True,True,True,True,True
14195,True,True,True,True,True,True,True,True,True,True,True
14197,True,True,True,True,True,True,True,True,True,True,True
14198,True,True,True,True,True,True,True,True,True,True,True
14199,True,True,True,True,True,True,True,True,True,True,True
14200,True,True,True,True,True,True,True,True,True,True,True
14201,True,True,True,True,True,True,True,True,True,True,True
14202,True,True,True,True,True,True,True,True,True,True,True
14203,True,True,True,True,True,True,True,True,True,True,True
14204,True,True,True,True,True,True,True,True,True,True,True
14205,True,True,True,True,True,True,True,True,True,True,True
14206,True,True,True,True,True,True,True,True,True,True,True
14207,True,True,True,True,True,True,True,True,True,True,True
14358,True,True,True,True,True,True,True,True,True,True,True
14359,True,True,True,True,True,True,True,True,True,True,True
14360,True,True,True,True,True,True,True,True,True,True,True
14362,True,True,True,True,True,True,True,True,True,True,True
14363,True,True,True,True,True,True,True,True,True,True,True
14364,True,True,True,True,True,True,True,True,True,True,True
14365,True,True,True,True,True,True,True,True,True,True,True
14366,True,True,True,True,True,True,True,True,True,True,True
14367,True,True,True,True,True,True,True,True,True,True,True
14368,True,True,True,True,True,True,True,True,True,True,True
14369,True,True,True,True,True,True,True,True,True,True,True
14370,True,True,True,True,True,True,True,True,True,True,True
14371,True,True,True,True,True,True,True,True,True,True,True
14372,True,True,True,True,True,True,True,True,True,True,True
14373,True,True,True,True,True,True,True,True,True,True,True
14374,True,True,True,True,True,True,True,True,True,True,True
14375,True,True,True,True,True,True,True,True,True,True,True
14376,True,True,True,True,True,True,True,True,True,True,True
14377,True,True,True,True,True,True,True,True,True,True,True
14378,True,True,True,True,True,True,True,True,True,True,True
14379,True,True,True,True,True,True,True,True,True,True,True
14380,True,True,True,True,True,True,True,True,True,True,True
14381,True,True,True,True,True,True,True,True,True,True,True
14382,True,True,True,True,True,True,True,True,True,True,True
14383,True,True,True,True,True,True,True,True,True,True,True
14384,True,True,True,True,True,True,True,True,True,True,True
14385,True,True,True,True,True,True,True,True,True,True,True
14386,True,True,True,True,True,True,True,True,True,True,True
14387,True,True,True,True,True,True,True,True,True,True,True
15159,True,True,True,True,True,True,True,True,True,True,True
15165,True,True,True,False,False,False,False,False,False,False,True
15166,True,True,True,True,True,True,True,True,True,True,True
15170,True,True,True,True,True,True,True,True,True,True,True
15174,True,True,True,True,True,True,True,True,True,True,True
15175,True,True,True,True,True,True,True,True,True,True,True
15180,True,True,True,True,True,True,True,True,True,True,True
15181,True,True,True,True,True,True,True,True,True,True,True
15186,True,True,True,True,True,True,True,True,True,True,True
15187,True,True,True,True,True,True,True,True,True,True,True
15218,True,True,True,True,True,True,True,True,True,True,True
15219,True,True,True,True,True,True,True,True,True,True,True
15220,True,True,True,True,True,True,True,True,True,True,True
15221,True,True,True,True,True,True,True,True,True,True,True
15222,True,True,True,True,True,True,True,True,True,True,True
15223,True,True,True,True,True,True,True,True,True,True,True
15224,True,True,True,True,True,True,True,True,True,True,True
15225,True,True,True,True,True,True,True,True,True,True,True
15226,True,True,True,True,True,True,True,True,True,True,True
15227,True,True,True,True,True,True,True,True,True,True,True
15228,True,True,True,True,True,True,True,True,True,True,True
15229,True,True,True,True,True,True,True,True,True,True,True
15230,False,False,False,False,False,False,False,False,False,False,True
15231,True,True,True,True,True,True,True,True,True,True,True
15232,True,True,True,True,True,True,True,True,True,True,True
15233,True,True,True,True,True,True,True,True,True,True,True
15234,True,True,True,True,True,True,True,True,True,True,True
15235,True,True,True,True,True,True,True,True,True,True,True
15236,True,True,True,True,True,True,True,True,True,True,True
15237,True,True,True,True,True,True,True,True,True,True,True
15238,True,True,True,True,True,True,True,True,True,True,True
15239,True,True,True,True,True,True,True,True,True,True,True
15240,True,True,True,True,True,True,True,True,True,True,True
15241,True,True,True,True,True,True,True,True,True,True,True
15242,True,True,True,True,True,True,True,True,True,True,True
15243,True,True,True,True,True,True,True,True,True,True,True
15244,True,True,True,True,True,True,True,True,True,True,True
15245,True,True,True,True,True,True,True,True,True,True,True
15302,True,True,True,True,True,True,True,True,True,True,True
15303,True,True,True,True,True,True,True,True,True,True,True
15304,True,True,True,True,True,True,True,True,True,True,True
15305,True,True,True,True,True,True,True,True,True,True,True
15306,True,True,True,True,True,True,True,True,True,True,True
15307,True,True,True,True,True,True,True,True,True,True,True
15308,True,True,True,True,True,True,True,True,True,True,True
15309,True,True,True,True,True,True,True,True,True,True,True
15310,True,True,True,True,True,True,True,True,True,True,True
15311,True,True,True,True,True,True,True,True,True,True,True
15312,True,True,True,True,True,True,True,True,True,True,True
15313,True,True,True,True,True,True,True,True,True,True,True
15314,True,True,False,False,False,False,False,False,False,False,True
15315,True,True,True,True,True,True,True,True,True,True,True
15316,True,True,True,True,True,True,True,True,True,True,True
15317,True,True,True,True,True,True,True,True,True,True,True
15318,True,True,True,True,True,True,True,True,True,True,True
15319,True,True,True,True,True,True,True,True,True,True,True
15320,True,True,True,True,True,True,True,True,True,True,True
15321,True,True,True,True,True,True,True,True,True,True,True
15322,True,True,True,True,True,True,True,True,True,True,True
15323,True,True,True,True,True,True,True,True,True,True,True
15324,True,True,True,True,True,True,True,True,True,True,True
15325,True,True,True,True,True,True,True,True,True,True,True
15326,True,True,True,True,True,True,True,True,True,True,True
15327,True,True,True,True,True,True,True,True,True,True,True
15328,True,True,True,True,True,True,True,True,True,True,True
15329,True,True,True,True,True,True,True,True,True,True,True
15362,False,False,False,False,False,False,False,False,False,False,True
15364,False,False,False,False,False,False,False,False,False,False,True
15398,True,True,True,True,True,True,True,True,True,True,True
15399,True,True,True,True,True,True,True,True,True,True,True
15400,True,True,True,True,True,True,True,True,True,True,True
15401,True,True,True,True,True,True,True,True,True,True,True
15402,True,True,True,True,True,True,True,True,True,True,True
15403,True,True,True,True,True,True,True,True,True,True,True
15404,True,True,True,True,True,True,True,True,True,True,True
15405,True,True,True,True,True,True,True,True,True,True,True
15406,True,True,True,True,True,True,True,True,True,True,True
15407,True,True,True,True,True,True,True,True,True,True,True
15408,True,True,True,True,True,True,True,True,True,True,True
15409,True,True,True,True,True,True,True,True,True,True,True
15410,True,True,True,True,True,True,True,True,True,True,True
15411,True,True,True,True,True,True,True,True,True,True,True
15412,True,True,True,True,True,True,True,True,True,True,True
15413,True,True,True,True,True,True,True,True,True,True,True
15414,True,True,True,True,True,True,True,True,True,True,True
15415,True,True,True,True,True,True,True,True,True,True,True
15416,True,True,True,True,True,True,True,True,True,True,True
15417,True,True,True,True,True,True,True,True,True,True,True
15418,True,True,True,True,True,True,True,True,True,True,True
15419,True,True,True,True,True,True,True,True,True,True,True
15420,True,True,True,True,True,True,True,True,True,True,True
15421,True,True,True,True,True,True,True,True,True,True,True
15422,True,True,True,True,True,True,True,True,True,True,True
15423,True,True,True,True,True,True,True,True,True,True,True
15424,True,True,True,True,True,True,True,True,True,True,True
15425,True,True,True,True,True,True,True,True,True,True,True
15482,True,True,True,True,True,True,True,True,True,True,True
15483,True,True,True,True,True,True,True,True,True,True,True
15484,True,True,True,True,True,True,True,True,True,True,True
